Pathway,Pathway_ID,Community_ID,Community_Size,Overlap_Size,Pathway_Coverage_%,Community_Coverage_%,P_Value,Overlapping_Genes
C0020538,139,158,34,2,1.0256410256410255,5.88235294117647,0.03778994919623261,"2475, 6198"
C0020538,139,135,36,2,1.0256410256410255,5.555555555555555,0.041944756347018636,"348, 4846"
C0020538,139,47,39,2,1.0256410256410255,5.128205128205128,0.04847920590482189,"3077, 3479"
C0020538,139,98,91,3,1.5384615384615385,3.296703296703297,0.04964386336931286,"4057, 335, 1071"
C0349639,140,274,211,5,26.31578947368421,2.3696682464454977,8.910125822430268e-07,"867, 10019, 3718, 5781, 1437"
C0349639,140,32,65,3,15.789473684210526,4.615384615384616,2.4493908569723726e-05,"22800, 6237, 4893"
C0349639,140,265,19,1,5.263157894736842,5.263157894736842,0.016621007680137505,2146
C0349639,140,508,19,1,5.263157894736842,5.263157894736842,0.016621007680137505,23092
C0349639,140,401,33,1,5.263157894736842,3.0303030303030303,0.028700228583075166,26040
C0349639,140,92,41,1,5.263157894736842,2.4390243902439024,0.03553938939065959,8233
C0349639,140,182,44,1,5.263157894736842,2.272727272727273,0.03809229299958007,1788
C0349639,140,323,50,1,5.263157894736842,2.0,0.043178907258493625,4763
C0023343,141,301,70,2,7.6923076923076925,2.857142857142857,0.0032120901183468513,"7096, 7097"
C0023343,141,225,11,1,3.8461538461538463,9.090909090909092,0.013190474417237962,5071
C0023343,141,228,14,1,3.8461538461538463,7.142857142857142,0.016758740534794793,8778
C0023343,141,167,20,1,3.8461538461538463,5.0,0.023858089645982666,4049
C0023343,141,510,23,1,3.8461538461538463,4.3478260869565215,0.02738925536245064,124460
C0023343,141,324,24,1,3.8461538461538463,4.166666666666666,0.028563578728317468,9966
C0023343,141,220,31,1,3.8461538461538463,3.225806451612903,0.03674575208798235,144811
C0023343,141,208,33,1,3.8461538461538463,3.0303030303030303,0.03907131805817726,149233
C0023343,141,244,40,1,3.8461538461538463,2.5,0.0471683597570958,50514
C0027051,142,372,176,9,10.227272727272728,5.113636363636364,4.3131115182926504e-08,"2147, 3816, 2153, 3690, 5327, 5328, 7056, 2162, 4318"
C0027051,142,430,39,3,3.4090909090909087,7.6923076923076925,0.0005401516045880339,"596, 581, 598"
C0027051,142,240,120,4,4.545454545454546,3.3333333333333335,0.0014853258603644572,"2056, 4306, 10891, 8204"
C0027051,142,255,58,3,3.4090909090909087,5.172413793103448,0.001724629699123986,"6648, 6647, 847"
C0027051,142,167,20,2,2.272727272727273,10.0,0.0029842246865043392,"4049, 3957"
C0027051,142,310,31,2,2.272727272727273,6.451612903225806,0.007094068893714629,"59, 221692"
C0027051,142,285,96,3,3.4090909090909087,3.125,0.007145691806044392,"4313, 3553, 7077"
C0027051,142,135,36,2,2.272727272727273,5.555555555555555,0.00948535770818586,"348, 4846"
C0027051,142,122,56,2,2.272727272727273,3.571428571428571,0.021999140657092426,"2932, 1390"
C0027051,142,218,56,2,2.272727272727273,3.571428571428571,0.021999140657092426,"1636, 183"
C0027051,142,500,58,2,2.272727272727273,3.4482758620689653,0.023489994397371608,"3240, 2729"
C0027051,142,369,59,2,2.272727272727273,3.389830508474576,0.02425063647421007,"5139, 4878"
C0027051,142,86,7,1,1.1363636363636365,14.285714285714285,0.02823170547273405,3309
C0027051,142,85,9,1,1.1363636363636365,11.11111111111111,0.036152167968450714,2730
C0027051,142,381,11,1,1.1363636363636365,9.090909090909092,0.04400880188372137,2099
C0027051,142,3,12,1,1.1363636363636365,8.333333333333332,0.047913342189775075,375056
C0027051,142,496,87,2,2.272727272727273,2.2988505747126435,0.04929174285639861,"1649, 3569"
C0042109,143,119,87,2,12.5,2.2988505747126435,0.001862378555427307,"3176, 4353"
C0042109,143,348,7,1,6.25,14.285714285714285,0.005184693757694805,7412
C0042109,143,341,18,1,6.25,5.555555555555555,0.013281180937734633,2944
C0042109,143,510,23,1,6.25,4.3478260869565215,0.016940943505724074,6401
C0042109,143,477,25,1,6.25,4.0,0.01840128217679489,3383
C0042109,143,492,39,1,6.25,2.564102564102564,0.028566850273759374,3119
C0042109,143,386,42,1,6.25,2.380952380952381,0.030732306739268626,3115
C0042109,143,115,47,1,6.25,2.127659574468085,0.03433134735695871,3606
C0042109,143,150,54,1,6.25,1.8518518518518516,0.039348960488025456,213
C0042109,143,149,56,1,6.25,1.7857142857142856,0.040778068552729994,3123
C0042109,143,500,58,1,6.25,1.7241379310344827,0.04220518330147003,2205
C0003811,144,218,56,2,10.0,3.571428571428571,0.0012220819030872218,"1636, 183"
C0003811,144,312,56,2,10.0,3.571428571428571,0.0012220819030872218,"7200, 551"
C0003811,144,275,19,1,5.0,5.263157894736842,0.017488507023348455,3757
C0003811,144,380,22,1,5.0,4.545454545454546,0.02022314801178857,5502
C0003811,144,180,35,1,5.0,2.857142857142857,0.031989923708167466,4987
C0003811,144,331,35,1,5.0,2.857142857142857,0.031989923708167466,151648
C0003811,144,252,52,1,5.0,1.9230769230769231,0.047174784091972434,1906
C0018995,145,47,39,2,16.666666666666664,5.128205128205128,0.00020809676939952877,"7036, 3077"
C0018995,145,36,43,2,16.666666666666664,4.651162790697675,0.0002532780737929673,"57817, 30061"
C0018995,145,184,82,2,16.666666666666664,2.4390243902439024,0.0009203238106327769,"650, 654"
C0018995,145,296,41,1,8.333333333333332,2.4390243902439024,0.022591679016140807,6718
C0018995,145,154,55,1,8.333333333333332,1.8181818181818181,0.030198107548693707,148738
C0018995,145,500,58,1,8.333333333333332,1.7241379310344827,0.031820980273584674,3240
C0018995,145,234,70,1,8.333333333333332,1.4285714285714286,0.03828760825660259,4891
C0030297,146,125,40,4,5.0,10.0,1.4516570128332441e-05,"6752, 6753, 6750, 6751"
C0030297,146,136,29,3,3.75,10.344827586206897,0.00016773953609079695,"7423, 8829, 3791"
C0030297,146,206,82,4,5.0,4.878048780487805,0.0002468771962240845,"79728, 11009, 7490, 3845"
C0030297,146,423,99,4,5.0,4.040404040404041,0.0005065964990095689,"8795, 7124, 8837, 8743"
C0030297,146,338,24,2,2.5,8.333333333333332,0.0035600614143429187,"3440, 3442"
C0030297,146,35,59,2,2.5,3.389830508474576,0.020298946789396498,"1499, 999"
C0030297,146,11,65,2,2.5,3.076923076923077,0.02432738374228947,"472, 546"
C0030297,146,153,65,2,2.5,3.076923076923077,0.02432738374228947,"3651, 3439"
C0030297,146,372,176,3,3.75,1.7045454545454544,0.027802461519980268,"5328, 7980, 4318"
C0030297,146,327,12,1,1.25,8.333333333333332,0.043646194500921165,2030
C0020507,147,79,8,1,3.8461538461538463,12.5,0.009609758555121556,5597
C0020507,147,298,11,1,3.8461538461538463,9.090909090909092,0.013190474417237962,117579
C0020507,147,372,176,2,7.6923076923076925,1.1363636363636365,0.018943210441575688,"1280, 4318"
C0020507,147,167,20,1,3.8461538461538463,5.0,0.023858089645982666,4143
C0020507,147,80,24,1,3.8461538461538463,4.166666666666666,0.028563578728317468,3091
C0020507,147,107,34,1,3.8461538461538463,2.941176470588235,0.04023207561859757,3162
C0020507,147,94,35,1,3.8461538461538463,2.857142857142857,0.041391484903265906,207
C0020507,147,492,39,1,3.8461538461538463,2.564102564102564,0.04601566933059686,3949
C0030354,148,448,10,1,9.090909090909092,10.0,0.005092110269309897,1956
C0030354,148,310,31,1,9.090909090909092,3.225806451612903,0.015708895642477603,6698
C0030354,148,345,31,1,9.090909090909092,3.225806451612903,0.015708895642477603,1728
C0030354,148,468,41,1,9.090909090909092,2.4390243902439024,0.02072821744160751,1026
C0030354,148,255,58,1,9.090909090909092,1.7241379310344827,0.029207689918775873,6648
C0030354,148,458,64,1,9.090909090909092,1.5625,0.03218447137137948,595
C0030354,148,32,65,1,9.090909090909092,1.5384615384615385,0.03267979407248751,3265
C0030354,148,347,66,1,9.090909090909092,1.5151515151515151,0.03317488630518818,5743
C0030354,148,184,82,1,9.090909090909092,1.2195121951219512,0.041065096971841304,7040
C0030354,148,119,87,1,9.090909090909092,1.1494252873563218,0.04351875560107638,4953
C0030193,149,312,56,5,10.416666666666668,8.928571428571429,1.549584896087474e-07,"7200, 551, 3060, 4923, 5020"
C0030193,149,180,35,2,4.166666666666666,5.714285714285714,0.002756399435645304,"5368, 6863"
C0030193,149,202,139,3,6.25,2.158273381294964,0.003670584886891661,"1268, 1813, 3350"
C0030193,149,252,52,2,4.166666666666666,3.8461538461538463,0.00599680314909911,"1906, 5443"
C0030193,149,372,176,3,6.25,1.7045454545454544,0.007068343300643499,"3082, 3827, 623"
C0030193,149,243,74,2,4.166666666666666,2.7027027027027026,0.011841802419595465,"5179, 5173"
C0030193,149,496,87,2,4.166666666666666,2.2988505747126435,0.016104030995451237,"7432, 3558"
C0030193,149,111,19,1,2.083333333333333,5.263157894736842,0.041486207331206504,27185
C0030193,149,449,20,1,2.083333333333333,5.0,0.043622369558344726,358
C0030193,149,471,22,1,2.083333333333333,4.545454545454546,0.04788071878744552,1392
C0000768,150,165,50,2,18.181818181818183,4.0,0.0002861335611595159,"4851, 10683"
C0000768,150,460,31,1,9.090909090909092,3.225806451612903,0.015708895642477603,6495
C0000768,150,507,38,1,9.090909090909092,2.631578947368421,0.01922486969161565,2332
C0000768,150,16,41,1,9.090909090909092,2.4390243902439024,0.02072821744160751,2138
C0000768,150,88,45,1,9.090909090909092,2.2222222222222223,0.02272942242402899,1317
C0000768,150,252,52,1,9.090909090909092,1.9230769230769231,0.026222587241553935,156
C0000768,150,235,76,1,9.090909090909092,1.3157894736842104,0.038113154085434725,9314
C0000768,150,108,84,1,9.090909090909092,1.1904761904761905,0.04204724624996982,6299
C1834752,151,401,33,2,16.666666666666664,6.0606060606060606,0.000148554905605668,"3458, 3459"
C1834752,151,301,70,2,16.666666666666664,2.857142857142857,0.0006717389576431088,"114609, 7097"
C1834752,151,365,16,1,8.333333333333332,6.25,0.008872605582586117,30835
C1834752,151,468,41,1,8.333333333333332,2.4390243902439024,0.022591679016140807,3431
C1834752,151,252,52,1,8.333333333333332,1.9230769230769231,0.028572741584050876,4159
C0022658,152,16,41,2,2.2222222222222223,4.878048780487805,0.012717437707584824,"10736, 3237"
C0022658,152,468,41,2,2.2222222222222223,4.878048780487805,0.012717437707584824,"1026, 6582"
C0022658,152,252,52,2,2.2222222222222223,3.8461538461538463,0.01996585769420663,"1906, 5443"
C0022658,152,218,56,2,2.2222222222222223,3.571428571428571,0.022940711536308115,"1636, 183"
C0022658,152,156,57,2,2.2222222222222223,3.508771929824561,0.02371130316650705,"210, 54974"
C0022658,152,81,63,2,2.2222222222222223,3.1746031746031744,0.028552949093318594,"54361, 54805"
C0022658,152,347,66,2,2.2222222222222223,3.0303030303030303,0.031109586921946916,"2628, 5743"
C0022658,152,85,9,1,1.1111111111111112,11.11111111111111,0.03696012494808651,793
C0022658,152,206,82,2,2.2222222222222223,2.4390243902439024,0.04615559709431784,"1950, 2247"
C0206062,153,303,29,1,6.25,3.4482758620689653,0.02131586032871432,4137
C0206062,153,389,31,1,6.25,3.225806451612903,0.022770105094862464,7015
C0206062,153,123,32,1,6.25,3.125,0.023496467555072544,1314
C0206062,153,158,34,1,6.25,2.941176470588235,0.024947674276936744,64798
C0206062,153,157,35,1,6.25,2.857142857142857,0.025672519196862816,23250
C0206062,153,138,39,1,6.25,2.564102564102564,0.028566850273759374,64478
C0206062,153,336,56,1,6.25,1.7857142857142856,0.040778068552729994,29119
C0206062,153,156,57,1,6.25,1.7543859649122806,0.04149187492932441,91039
C0206062,153,255,58,1,6.25,1.7241379310344827,0.04220518330147003,6648
C0206062,153,21,59,1,6.25,1.694915254237288,0.04291799399346388,151827
C0206062,153,35,59,1,6.25,1.694915254237288,0.04291799399346388,1832
C0206062,153,278,67,1,6.25,1.4925373134328357,0.04860260189493444,3712
C0206062,153,487,68,1,6.25,1.4705882352941175,0.04931094802660876,79991
C0007117,154,252,52,2,6.896551724137931,3.8461538461538463,0.0022224567414829517,"434, 4157"
C0007117,154,150,54,2,6.896551724137931,3.7037037037037033,0.002394453304595911,"3872, 3852"
C0007117,154,410,236,3,10.344827586206897,1.2711864406779663,0.0038364980465080607,"6608, 8643, 5727"
C0007117,154,265,19,1,3.4482758620689653,5.263157894736842,0.025263443315985724,100048912
C0007117,154,398,21,1,3.4482758620689653,4.761904761904762,0.02788661957310021,51151
C0007117,154,177,26,1,3.4482758620689653,3.8461538461538463,0.03441477493237378,7157
C0007117,154,389,31,1,3.4482758620689653,3.225806451612903,0.04090059284027645,7015
C0007117,154,164,36,1,3.4482758620689653,2.7777777777777777,0.04734433812568109,2736
C2239176,155,496,87,8,3.6036036036036037,9.195402298850574,3.2405557098574414e-06,"122953, 4780, 3725, 2353, 3569, 1050, 1051, 1052"
C2239176,155,206,82,6,2.7027027027027026,7.317073170731707,0.00020341331343108154,"3845, 2248, 2249, 5290, 9965, 1950"
C2239176,155,372,176,8,3.6036036036036037,4.545454545454546,0.0004934001467976,"2147, 5155, 325, 3082, 3083, 7980, 1356, 4318"
C2239176,155,285,96,5,2.2522522522522523,5.208333333333334,0.003168043114750815,"6348, 1230, 6387, 3576, 4313"
C2239176,155,129,59,4,1.8018018018018018,6.779661016949152,0.0031995790046697135,"57016, 2171, 2023, 8407"
C2239176,155,49,64,4,1.8018018018018018,6.25,0.004292130235507566,"51360, 5265, 22937, 3156"
C2239176,155,458,64,4,1.8018018018018018,6.25,0.004292130235507566,"595, 1027, 5218, 898"
C2239176,155,347,66,4,1.8018018018018018,6.0606060606060606,0.0047916982944753855,"5743, 1586, 1571, 1543"
C2239176,155,267,68,4,1.8018018018018018,5.88235294117647,0.00532890921383619,"6888, 5226, 7372, 9588"
C2239176,155,161,39,3,1.3513513513513513,7.6923076923076925,0.007495224930850361,"2194, 2182, 6319"
C2239176,155,240,120,5,2.2522522522522523,4.166666666666666,0.008107279553589393,"8431, 7376, 9971, 5914, 5468"
C2239176,155,97,43,3,1.3513513513513513,6.976744186046512,0.009821866801075984,"2305, 1869, 5925"
C2239176,155,184,82,4,1.8018018018018018,4.878048780487805,0.010241194438108812,"7040, 2658, 3491, 10468"
C2239176,155,423,99,4,1.8018018018018018,4.040404040404041,0.019273718016910822,"841, 29108, 174, 8743"
C2239176,155,398,21,2,0.9009009009009009,9.523809523809524,0.01949357998318427,"2597, 5230"
C2239176,155,505,57,3,1.3513513513513513,5.263157894736842,0.020974261418868642,"196528, 8289, 57492"
C2239176,155,255,58,3,1.3513513513513513,5.172413793103448,0.021954317458245318,"6648, 7001, 51"
C2239176,155,253,61,3,1.3513513513513513,4.918032786885246,0.02504243742964873,"873, 5105, 4830"
C2239176,155,420,24,2,0.9009009009009009,8.333333333333332,0.02510930825378966,"6240, 6241"
C2239176,155,288,25,2,0.9009009009009009,8.0,0.027110430650816676,"3417, 50"
C2239176,155,210,68,3,1.3513513513513513,4.411764705882353,0.033108043302076395,"4297, 58508, 9757"
C0206726,156,229,14,2,12.5,14.285714285714285,4.675620896931774e-05,"6867, 10460"
C0206726,156,206,82,2,12.5,2.4390243902439024,0.0016568685499785392,"2260, 2261"
C0206726,156,448,10,1,6.25,10.0,0.0073989815956096395,1956
C0206726,156,517,16,1,6.25,6.25,0.011813702590172712,4255
C0206726,156,288,25,1,6.25,4.0,0.01840128217679489,3417
C0206726,156,177,26,1,6.25,3.8461538461538463,0.01913068861768153,7157
C0206726,156,136,29,1,6.25,3.4482758620689653,0.02131586032871432,7422
C0206726,156,135,36,1,6.25,2.7777777777777777,0.026396858927968225,1562
C0206726,156,415,40,1,6.25,2.5,0.02928917253398894,8216
C0206726,156,226,58,1,6.25,1.7241379310344827,0.04220518330147003,4792
C0206726,156,347,66,1,6.25,1.5151515151515151,0.047893760992970255,5447
C0948089,157,460,31,2,6.451612903225806,6.451612903225806,0.0009067555448862302,"7171, 7139"
C0948089,157,372,176,3,9.67741935483871,1.7045454545454544,0.0020326938936605526,"3690, 4318, 462"
C0948089,157,46,3,1,3.225806451612903,33.33333333333333,0.004308142493109716,3312
C0948089,157,200,111,2,6.451612903225806,1.8018018018018018,0.011084465746435103,"5689, 81027"
C0948089,157,425,137,2,6.451612903225806,1.4598540145985401,0.016528151311362316,"832, 2934"
C0948089,157,419,14,1,3.225806451612903,7.142857142857142,0.019951523867641183,71
C0948089,157,249,16,1,3.225806451612903,6.25,0.022770105094862464,1401
C0948089,157,398,21,1,3.225806451612903,4.761904761904762,0.029782280836302903,2597
C0948089,157,337,26,1,3.225806451612903,3.8461538461538463,0.03674575208798235,3329
C0948089,157,313,27,1,3.225806451612903,3.7037037037037033,0.03813263062057596,2950
C0948089,157,431,29,1,3.225806451612903,3.4482758620689653,0.04090059284027645,7431
C0029927,158,219,49,2,5.714285714285714,4.081632653061225,0.002870772682975195,"6424, 4237"
C0029927,158,347,66,2,5.714285714285714,3.0303030303030303,0.005146578070619868,"1586, 5742"
C0029927,158,410,236,3,8.571428571428571,1.2711864406779663,0.006549090791015976,"3549, 11249, 25789"
C0029927,158,326,97,2,5.714285714285714,2.0618556701030926,0.010825776512431285,"2554, 5734"
C0029927,158,225,11,1,2.857142857142857,9.090909090909092,0.01771942414984372,5071
C0029927,158,76,20,1,2.857142857142857,5.0,0.031989923708167466,1301
C0029927,158,185,22,1,2.857142857142857,4.545454545454546,0.035133686380346626,55110
C0036346,159,444,13,1,6.25,7.6923076923076925,0.009608648205499948,23024
C0036346,159,410,236,2,12.5,0.847457627118644,0.012944794515559912,"341640, 192134"
C0036346,159,178,19,1,6.25,5.263157894736842,0.014014153736146635,124925
C0036346,159,39,31,1,6.25,3.225806451612903,0.022770105094862464,84630
C0036346,159,212,39,1,6.25,2.564102564102564,0.028566850273759374,9569
C0036346,159,60,44,1,6.25,2.272727272727273,0.032173429374303536,342667
C0036346,159,396,47,1,6.25,2.127659574468085,0.03433134735695871,4232
C0036346,159,149,56,1,6.25,1.7857142857142856,0.040778068552729994,3655
C0036346,159,226,58,1,6.25,1.7241379310344827,0.04220518330147003,5970
C0036346,159,347,66,1,6.25,1.5151515151515151,0.047893760992970255,5740
C0206686,160,448,10,1,5.88235294117647,10.0,0.007859777760320836,1956
C0206686,160,10,15,1,5.88235294117647,6.666666666666667,0.011767827918736385,1616
C0206686,160,420,24,1,5.88235294117647,4.166666666666666,0.018765833021351125,6240
C0206686,160,177,26,1,5.88235294117647,3.8461538461538463,0.020314598468474932,7157
C0206686,160,389,31,1,5.88235294117647,3.225806451612903,0.024176452374100172,7015
C0206686,160,264,35,1,5.88235294117647,2.857142857142857,0.02725561477404633,7153
C0206686,160,464,36,1,5.88235294117647,2.7777777777777777,0.028023975267905697,84133
C0206686,160,47,39,1,5.88235294117647,2.564102564102564,0.030325630870729037,3481
C0206686,160,97,43,1,5.88235294117647,2.3255813953488373,0.033386526138933496,5925
C0206686,160,106,48,1,5.88235294117647,2.083333333333333,0.03719985776118478,1029
C0206686,160,35,59,1,5.88235294117647,1.694915254237288,0.045539406107775494,1499
C0036341,161,202,139,8,2.857142857142857,5.755395683453238,0.0004760056073525016,"5999, 6002, 8787, 1268, 1813, 1815, 9628, 3356"
C0036341,161,141,147,8,2.857142857142857,5.442176870748299,0.0006892973611208482,"9378, 10718, 7434, 1739, 2903, 2904, 2906, 57502"
C0036341,161,326,97,6,2.142857142857143,6.185567010309279,0.0016753239877299324,"2561, 4900, 3559, 4842, 5587, 2559"
C0036341,161,12,44,4,1.4285714285714286,9.090909090909092,0.002513840107847578,"288, 65078, 57142, 26047"
C0036341,161,376,49,4,1.4285714285714286,8.16326530612245,0.003729985277255407,"3632, 9162, 9651, 23236"
C0036341,161,427,27,3,1.0714285714285714,11.11111111111111,0.005035054425863936,"627, 4908, 22854"
C0036341,161,119,87,5,1.7857142857142856,5.747126436781609,0.005544000166663934,"1312, 4129, 267012, 1610, 2571"
C0036341,161,157,35,3,1.0714285714285714,8.571428571428571,0.01044059783927812,"2913, 2898, 2901"
C0036341,161,400,1,1,0.35714285714285715,100.0,0.012988820336781556,90952
C0036341,161,169,73,4,1.4285714285714286,5.47945205479452,0.015054699802184032,"6855, 1012, 6854, 2823"
C0036341,161,334,48,3,1.0714285714285714,6.25,0.02440148534403964,"1108, 6942, 64919"
C0036341,161,404,2,1,0.35714285714285715,50.0,0.025809525954971435,6426
C0036341,161,191,22,2,0.7142857142857143,9.090909090909092,0.032731940569032905,"6529, 26051"
C0036341,161,312,56,3,1.0714285714285714,5.357142857142857,0.03628073307722671,"4923, 5021, 551"
C0036341,161,143,96,4,1.4285714285714286,4.166666666666666,0.036560251094623575,"783, 3269, 7166, 775"
C0036341,161,369,59,3,1.0714285714285714,5.084745762711865,0.041372714663223197,"113, 116987, 5142"
C0036341,161,245,27,2,0.7142857142857143,7.4074074074074066,0.04768249556865377,"131177, 1806"
C0333641,162,173,15,1,10.0,6.666666666666667,0.00693799282614819,196
C0333641,162,208,33,1,10.0,3.0303030303030303,0.015206380450161676,6774
C0333641,162,158,34,1,10.0,2.941176470588235,0.01566391325983915,6198
C0333641,162,238,46,1,10.0,2.1739130434782608,0.021139404284611044,84676
C0333641,162,218,56,1,10.0,1.7857142857142856,0.025681356679676606,6505
C0333641,162,347,66,1,10.0,1.5151515151515151,0.030204332908984208,1544
C0333641,162,301,70,1,10.0,1.4285714285714286,0.03200822587526001,3557
C0333641,162,98,91,1,10.0,1.098901098901099,0.041429214885823074,1191
C0333641,162,13,92,1,10.0,1.0869565217391304,0.04187576793954252,5595
C1800706,163,466,38,2,11.76470588235294,5.263157894736842,0.00040468365601525365,"653509, 729238"
C1800706,163,389,31,1,5.88235294117647,3.225806451612903,0.024176452374100172,7015
C1800706,163,157,35,1,5.88235294117647,2.857142857142857,0.02725561477404633,23250
C1800706,163,426,36,1,5.88235294117647,2.7777777777777777,0.028023975267905697,51750
C1800706,163,73,39,1,5.88235294117647,2.564102564102564,0.030325630870729037,255520
C1800706,163,62,51,1,5.88235294117647,1.9607843137254901,0.039481055758029286,5073
C1800706,163,156,57,1,5.88235294117647,1.7543859649122806,0.044028199293514966,91039
C1800706,163,35,59,1,5.88235294117647,1.694915254237288,0.045539406107775494,1832
C0431362,164,164,36,2,14.285714285714285,5.555555555555555,0.00024365491267610895,"2736, 7546"
C0431362,164,16,41,1,7.142857142857142,2.4390243902439024,0.026308229435767525,6496
C0431362,164,386,42,1,7.142857142857142,2.380952380952381,0.026941789799585118,6997
C0431362,164,165,50,1,7.142857142857142,2.0,0.03199650925905867,28514
C0431362,164,35,59,1,7.142857142857142,1.694915254237288,0.03765391905051218,50937
C0431362,164,49,64,1,7.142857142857142,1.5625,0.040783642562205305,6469
C0431362,164,239,75,1,7.142857142857142,1.3333333333333335,0.04763579475730502,84976
C0431362,164,45,78,1,7.142857142857142,1.282051282051282,0.04949665939349165,7050
C0431363,165,164,36,2,14.285714285714285,5.555555555555555,0.00024365491267610895,"2736, 7546"
C0431363,165,16,41,1,7.142857142857142,2.4390243902439024,0.026308229435767525,6496
C0431363,165,386,42,1,7.142857142857142,2.380952380952381,0.026941789799585118,6997
C0431363,165,165,50,1,7.142857142857142,2.0,0.03199650925905867,28514
C0431363,165,35,59,1,7.142857142857142,1.694915254237288,0.03765391905051218,50937
C0431363,165,49,64,1,7.142857142857142,1.5625,0.040783642562205305,6469
C0431363,165,239,75,1,7.142857142857142,1.3333333333333335,0.04763579475730502,84976
C0431363,165,45,78,1,7.142857142857142,1.282051282051282,0.04949665939349165,7050
C0021051,166,372,176,4,23.52941176470588,2.272727272727273,9.40547703916164e-06,"713, 948, 718, 727"
C0021051,166,98,91,3,17.647058823529413,3.296703296703297,4.740808057944251e-05,"731, 732, 735"
C0021051,166,470,1,1,5.88235294117647,100.0,0.0007886069490188802,8547
C0021051,166,274,211,2,11.76470588235294,0.9478672985781991,0.01177254155259773,"916, 7535"
C0021051,166,510,23,1,5.88235294117647,4.3478260869565215,0.017990586433135426,3075
C0021051,166,182,44,1,5.88235294117647,2.272727272727273,0.03415032780555232,1789
C0021051,166,314,46,1,5.88235294117647,2.1739130434782608,0.035676227333714255,1675
C0021051,166,115,47,1,5.88235294117647,2.127659574468085,0.036438325987209086,720
C0004134,167,219,49,2,13.333333333333334,4.081632653061225,0.0005215120990408301,"785, 773"
C0004134,167,326,97,2,13.333333333333334,2.0618556701030926,0.002025331275153241,"2554, 2557"
C0004134,167,195,17,1,6.666666666666667,5.88235294117647,0.011767827918736385,131669
C0004134,167,168,29,1,6.666666666666667,3.4482758620689653,0.019996572453919205,1960
C0004134,167,123,32,1,6.666666666666667,3.125,0.02204374263465239,372
C0004134,167,152,40,1,6.666666666666667,2.5,0.027483366883415024,22
C0004134,167,88,45,1,6.666666666666667,2.2222222222222223,0.03086877774281815,538
C0004134,167,124,57,1,6.666666666666667,1.7543859649122806,0.038948939712706826,6513
C0004134,167,169,73,1,6.666666666666667,1.36986301369863,0.04962470408479567,6334
C0279628,168,108,84,2,14.285714285714285,2.380952380952381,0.0013244298083367836,"56033, 27086"
C0279628,168,58,246,2,14.285714285714285,0.8130081300813009,0.01078222522292141,"4089, 23111"
C0279628,168,177,26,1,7.142857142857142,3.8461538461538463,0.016758740534794793,7157
C0279628,168,257,28,1,7.142857142857142,3.571428571428571,0.01803701110332809,9844
C0279628,168,106,48,1,7.142857142857142,2.083333333333333,0.03073512031754292,1029
C0279628,168,219,49,1,7.142857142857142,2.0408163265306123,0.03136600545007137,4745
C0279628,168,505,57,1,7.142857142857142,1.7543859649122806,0.03639937672116,8289
C0279628,168,153,65,1,7.142857142857142,1.5384615384615385,0.04140845198872227,23373
C0279628,168,347,66,1,7.142857142857142,1.5151515151515151,0.04203288348286697,5743
C0279628,168,301,70,1,7.142857142857142,1.4285714285714286,0.04452683435464987,7099
C0035334,169,110,26,4,5.063291139240507,15.384615384615385,2.348667503355507e-06,"24, 5961, 1258, 6094"
C0035334,169,369,59,5,6.329113924050633,8.47457627118644,2.493157194539181e-06,"2979, 5158, 3000, 5145, 5148"
C0035334,169,312,56,3,3.79746835443038,5.357142857142857,0.0011417610758495311,"6010, 4901, 6295"
C0035334,169,19,130,4,5.063291139240507,3.076923076923077,0.0013377032148014275,"94137, 8842, 1259, 7287"
C0035334,169,187,18,2,2.5316455696202533,11.11111111111111,0.0019530862013293813,"10594, 23020"
C0035334,169,31,21,2,2.5316455696202533,9.523809523809524,0.002661685703662219,"123016, 583"
C0035334,169,479,3,1,1.2658227848101267,33.33333333333333,0.010954374027444381,26121
C0035334,169,493,47,2,2.5316455696202533,4.25531914893617,0.012884465399367198,"145226, 9227"
C0035334,169,370,158,3,3.79746835443038,1.89873417721519,0.02036100595346777,"57096, 55857, 8481"
C0035334,169,243,74,2,2.5316455696202533,2.7027027027027026,0.030216450191735095,"4117, 4751"
C0035334,169,186,12,1,1.2658227848101267,8.333333333333332,0.043111570180321676,6017
C0279626,170,129,59,4,4.705882352941177,6.779661016949152,8.684387016959691e-05,"2952, 2280, 6876, 9446"
C0279626,170,165,50,3,3.5294117647058822,6.0,0.001014408978373838,"4851, 4853, 4854"
C0279626,170,210,68,3,3.5294117647058822,4.411764705882353,0.002464861392004955,"7403, 58508, 8085"
C0279626,170,80,24,2,2.3529411764705883,8.333333333333332,0.004008359333717813,"1387, 3091"
C0279626,170,119,87,3,3.5294117647058822,3.4482758620689653,0.004940853853417107,"217, 2739, 125"
C0279626,170,460,31,2,2.3529411764705883,6.451612903225806,0.0066336576203565815,"7168, 7169"
C0279626,170,481,110,3,3.5294117647058822,2.727272727272727,0.009429828784085553,"1890, 1476, 6317"
C0279626,170,386,42,2,2.3529411764705883,4.761904761904762,0.011943879069526188,"6657, 116"
C0279626,170,150,54,2,2.3529411764705883,3.7037037037037033,0.019255922318305137,"3872, 3861"
C0279626,170,124,57,2,2.3529411764705883,3.508771929824561,0.021313789081653288,"811, 567"
